Title,Seasons,Cancelled,Genre,Country,Type,Premiere Year,Finale Year
Undercover,3,0,Crime TV,"Belgium, Netherlands, Belgium",TV Show,2019,2022
Terrace House: Tokyo 2019Ã¢ÂÂ2020,4,0,Reality TV,NA,TV Show,2019,2020
Ainori Love Wagon: African Journey,1,1,International TV,Japan,TV Show,2019,2019
The Spy,1,1,International TV,France,TV Show,2019,2019
Drug Squad: Costa del Sol,1,1,Crime TV,Spain,TV Show,2019,2019
Zumbo's Just Desserts(season 2),1,1,Reality TV,NA,TV Show,2019,2019
The Bonfire of Destiny,1,1,International TV,France,TV Show,2019,2019
Dracula,1,1,British TV,United Kingdom,TV Show,2020,2020
Giri/Haji,1,1,Thriller,NA,TV Show,2020,2020
The Valhalla Murders,1,1,Crime TV,Iceland,TV Show,2020,2020
Feel Good,2,0,TV Dramas,United Kingdom,TV Show,2020,2021
Freud,1,1,Crime TV,"Austria, Germany, Austria",TV Show,2020,2020
The Last Dance,1,0,Docuseries,United States,TV Show,2020,2020
Crazy Delicious,1,1,British TV,United Kingdom,TV Show,2020,2020
Alien TV,2,0,Kids,NA,TV Show,2020,2021
I Am a Killer: Released,1,1,Docuseries,NA,TV Show,2020,2020
Detention,1,0,International TV,Taiwan,TV Show,2020,2020
Under Suspicion: Uncovering the Wesphael Case,1,1,Crime TV,Belgium,TV Show,2021,2021
The Serpent,1,1,Crime TV,NA,TV Show,2021,2021
Life in Colour with David Attenborough,1,1,Docuseries,NA,TV Show,2021,2021
Dive Club,1,1,TV Dramas,Australia,TV Show,2021,2021
On the Verge,1,1,TV Comedy,"France, United States",TV Show,2021,2021
Soil,1,1,TV Comedy,NA,TV Show,2022,2022
BorgenÃ¢ÂÂ Power & Glory,1,1,TV Dramas,NA,TV Show,2022,2022
He's Expecting,1,1,TV Comedy,NA,TV Show,2022,2022
The Perfect Mother,1,1,Crime TV,NA,TV Show,2022,2022
You Don't Know Me,1,1,Crime TV,NA,TV Show,2022,2022
Fakes,1,1,TV Comedy,NA,TV Show,2022,2022
Entrapped,1,1,Thriller,NA,TV Show,2022,2022
I Am a Stalker,1,1,Crime TV,NA,TV Show,2022,2022
Inside Man,1,1,Crime TV,NA,TV Show,2022,2022
Reign Supreme,1,1,Docuseries,NA,TV Show,2022,2022
Irreverent,1,1,TV Comedy,NA,TV Show,2022,2022
Don't Pick Up the Phone,1,1,Docuseries,NA,TV Show,2022,2022
Woman of the Dead,1,1,Thriller,NA,TV Show,2023,2023
Cunk on Earth,1,1,Mockumentary,NA,TV Show,2023,2023
Trailer Park Boys(seasons 8Ã¢ÂÂ12),5,0,Mockumentary,NA,TV Show,2014,2018
Lovesick(seasons 2Ã¢ÂÂ3),2,0,TV Comedy,NA,TV Show,2016,2018
The Staircase(episodes 11Ã¢ÂÂ13),1,1,Docuseries,NA,TV Show,2018,2018
Paquita Salas(seasons 2Ã¢ÂÂ3),2,0,Mockumentary,NA,TV Show,2018,2019
Comedians in Cars Getting Coffee(seasons 10Ã¢ÂÂ11),2,0,TV Comedy,NA,TV Show,2018,2019
MeatEater(seasons 7Ã¢ÂÂ10),4,0,Docuseries,NA,TV Show,2018,2022
Little Things(seasons 2Ã¢ÂÂ4),3,0,TV Comedy,NA,TV Show,2018,2021
Hip-Hop Evolution(seasons 2Ã¢ÂÂ4),3,0,Docuseries,NA,TV Show,2018,2020
The Last Kingdom(seasons 3Ã¢ÂÂ5),3,0,TV Dramas,NA,TV Show,2018,2022
Travelers(season 3),1,1,TV Action,NA,TV Show,2018,2018
Slasher(season 3),1,1,Horror,NA,TV Show,2019,2019
Designated Survivor(season 3),1,1,Thriller,NA,TV Show,2019,2019
Money Heist(parts 3Ã¢ÂÂ5),3,0,Crime TV,NA,TV Show,2019,2021
QB1: Beyond the Lights(season 3),1,1,Docuseries,NA,TV Show,2019,2019
Unsolved Mysteries(seasons 15Ã¢ÂÂ16),3,0,Docuseries,NA,TV Show,2020,2022
Blown Away(seasons 2Ã¢ÂÂ3),2,0,Reality TV,NA,TV Show,2021,2022
Girl from Nowhere(season 2),1,1,Thriller,NA,TV Show,2021,2021
The A List(season 2),1,1,Thriller,NA,TV Show,2021,2021
Sexy Beasts(seasons 2Ã¢ÂÂ3),2,0,Reality TV,NA,TV Show,2021,2021
Takki(season 3),1,1,TV Dramas,NA,TV Show,2021,2021
El Marginal(seasons 4Ã¢ÂÂ5),2,0,Crime TV,NA,TV Show,2022,2022
Tiger & Bunny(season 2),1,0,Anime Series,NA,TV Show,2022,2022
Manifest(season 4),1,0,TV Action,NA,TV Show,2022,2023
Trailer Park Boys: Swearnet Live,1,1,Mockumentary,NA,TV Show,2014,2014
Trailer Park Boys: Live at the North Pole,1,1,Mockumentary,NA,TV Show,2014,2014
BoJack HorsemanChristmas Special: Sabrina's Christmas Wish,1,1,Animation,NA,TV Show,2014,2014
Sense8: Creating the World,1,1,Docuseries,NA,TV Show,2015,2015
"Trailer Park Boys: Drunk, High and Unemployed Live in Austin",1,1,Mockumentary,NA,TV Show,2015,2015
Marco Polo: One Hundred Eyes,1,1,TV Dramas,United States,"TV Show, Movie",2015,2015
Puss in Book: Trapped in an Epic Tale,1,1,Children,United States,"TV Show, Movie",2017,2017
Buddy Thunderstruck: The Maybe Pile,1,1,Animation,United States,"TV Show, Movie",2017,2017
DreamWorks Home: For the Holidays,1,1,Children,United States,"TV Show, Movie",2017,2017
A StoryBots Christmas,1,1,Children,United States,"TV Show, Movie",2017,2017
Stretch Armstrong: The Breakout,1,1,Children,United States,"TV Show, Movie",2018,2018
Super MonstersSave Halloween,1,1,Animation,NA,TV Show,2018,2018
"Club de CuervosPresents: I, Potro",1,1,Mockumentary,NA,TV Show,2018,2018
Free Rein: The Twelve Neighs of Christmas,1,1,Children,NA,"TV Show, Movie",2018,2018
Super Monstersand the Wish Star,1,1,Animation,NA,TV Show,2018,2018
Prince of Peoria: A Christmas Moose Miracle,1,1,Children,United States,"TV Show, Movie",2018,2018
Aggretsuko: We Wish You a Metal Christmas,1,1,Anime Series,Japan,"TV Show, Movie",2018,2018
Black Mirror: Bandersnatch,1,1,TV Dramas,United States,"TV Show, Movie",2018,2018
Free Rein: Valentine's Day,1,1,Children,United States,"TV Show, Movie",2019,2019
True: Happy Hearts Day,1,1,Children,"United States, Canada, United States","TV Show, Movie",2019,2019
Super Monsters Furever Friends,1,1,Children,NA,"TV Show, Movie",2019,2019
Malibu Rescue,1,1,Children,United States,"TV Show, Movie",2019,2019
Our Planet - Behind the Scenes,1,1,Docuseries,NA,TV Show,2019,2019
The Crystal Calls Ã¢ÂÂ Making The Dark Crystal: Age of Resistance,1,1,Docuseries,NA,TV Show,2019,2019
Super MonstersBack to School,1,1,Animation,NA,TV Show,2019,2019
True: Tricky Treat Day,1,1,Children,Canada,"TV Show, Movie",2019,2019
Super Monsters: Vida's First Halloween,1,1,Children,United States,"TV Show, Movie",2019,2019
The Spooky Tale ofCaptain UnderpantsHack-a-Ween,1,1,Animation,NA,TV Show,2019,2019
My Next Guest with David Letterman and Shah Rukh Khan,1,1,International TV,NA,"TV Show, Movie",2019,2019
The House of Flowers Presents: The Funeral,1,1,TV Comedy,NA,"TV Show, Movie",2019,2019
True: Grabbleapple Harvest,1,1,Children,Canada,"TV Show, Movie",2019,2019
Super MonstersSave Christmas,1,1,Animation,NA,TV Show,2019,2019
True: Winter Wishes,1,1,Children,NA,"TV Show, Movie",2019,2019
Spirit Riding Free: The Spirit of Christmas,1,1,Animation,NA,TV Show,2019,2019
AFamily ReunionChristmas,1,1,TV Comedy,NA,TV Show,2019,2019
Jack Whitehall: Christmas with My Father,1,1,Stand-Up,United Kingdom,"TV Show, Movie",2019,2019
Night on Earth: Shot in the Dark,1,1,Docuseries,United Kingdom,"TV Show, Movie",2020,2020
Captain Underpants: Epic Choice-o-Rama,1,1,Animation,NA,TV Show,2020,2020
Carmen Sandiego: To Steal or Not to Steal,1,1,Children,"Canada, United States, Canada","TV Show, Movie",2020,2020
Making Unorthodox,1,1,Docuseries,Germany,"TV Show, Movie",2020,2020
Dragons: Rescue Riders: Hunt for the Golden Dragon,1,1,Children,United States,"TV Show, Movie",2020,2020
True: Wuzzle Wegg Day,1,1,Children,Canada,"TV Show, Movie",2020,2020
Money Heist: The Phenomenon,1,1,Docuseries,Spain,"TV Show, Movie",2020,2020
Go! Go! Cory Carson: The Chrissy,1,1,Children,United States,"TV Show, Movie",2020,2020
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,1,1,Comedies,United States,"TV Show, Movie",2020,2020
True: Rainbow Rescue,1,1,Animation,Canada,"TV Show, Movie",2020,2020
Dragons: Rescue Riders: Secrets of the Songwing,1,1,Children,United States,"TV Show, Movie",2020,2020
Sugar High,1,1,Children,United States,"TV Show, Movie",2020,2020
Super Monsters: The New Class,1,1,Children,Canada,"TV Show, Movie",2020,2020
AGo! Go! Cory CarsonSummer Camp,1,1,Animation,NA,TV Show,2020,2020
Malibu Rescue: The Next Wave,1,1,Children,United States,"TV Show, Movie",2020,2020
The Magic School Bus Rides Again: Kids in Space,1,1,Animation,NA,TV Show,2020,2020
MakingThe Witcher,1,1,Docuseries,NA,TV Show,2020,2020
True: Friendship Day,1,1,Children,Canada,"TV Show, Movie",2020,2020
The Boss Baby: Get That Baby!,1,1,Children,United States,"TV Show, Movie",2020,2020
AGo! Go! Cory CarsonHalloween,1,1,Animation,NA,TV Show,2020,2020
StarBeam: Halloween Hero,1,1,Children,Canada,"TV Show, Movie",2020,2020
Super Monsters: Dia de los Monsters,1,1,Children,Canada,"TV Show, Movie",2020,2020
The Magic School Bus Rides Again: The Frizz Connection,1,1,Animation,NA,TV Show,2020,2020
Dragons: Rescue Riders: Huttsgalor Holiday,1,1,Children,United States,"TV Show, Movie",2020,2020
AGo! Go! Cory CarsonChristmas,1,1,Animation,NA,TV Show,2020,2020
Chico Bon Bonand the Very Berry Holiday,1,1,Animation,NA,TV Show,2020,2020
Captain Underpants: Mega Blissmas,1,1,Animation,NA,TV Show,2020,2020
Mighty Express: A Mighty Christmas,1,1,Children,Canada,"TV Show, Movie",2020,2020
Spirit Riding Free: Ride Along Adventure,1,1,Children,United States,"TV Show, Movie",2020,2020
Super Monsters: Santa's Super Monster Helpers,1,1,Animation,NA,TV Show,2020,2020
ATrash TruckChristmas,1,1,Animation,NA,TV Show,2020,2020
The Netflix Afterparty: The Best Shows of the Worst Year,1,1,TV Dramas,NA,TV Show,2020,2020
AnUnremarkableChristmas,1,1,TV Comedy,NA,TV Show,2020,2020
The Magic School Bus Rides Again: In the Zone,1,1,Animation,NA,TV Show,2020,2020
Cobra Kai- The Afterparty,1,1,TV Dramas,NA,TV Show,2021,2021
CreatingThe Queen's Gambit,1,1,Docuseries,NA,TV Show,2021,2021
Bridgerton- The Afterparty,1,1,TV Dramas,NA,TV Show,2021,2021
Bling Empire- The Afterparty,1,1,TV Dramas,NA,TV Show,2021,2021
Animals on the Loose: AYou vs. WildInteractive Movie,1,1,Reality TV,NA,TV Show,2021,2021
Fate: The Winx Saga- The Afterparty,1,1,TV Dramas,NA,TV Show,2021,2021
Ginny & Georgia- The Afterparty,1,1,TV Dramas,NA,TV Show,2021,2021
The Last Kids on Earth: Happy Apocalypse to You,1,1,Animation,NA,"TV Show, Movie",2021,2021
Dad Stop Embarrassing Me!- The Afterparty,1,1,TV Dramas,NA,TV Show,2021,2021
Shadow and Bone- The Afterparty,1,1,TV Dramas,NA,TV Show,2021,2021
The Circle- The Afterparty,1,1,TV Dramas,NA,TV Show,2021,2021
The Upshaws- The Afterparty,1,1,TV Dramas,NA,TV Show,2021,2021
Super Monsters: Once Upon a Rhyme,1,1,Animation,NA,"TV Show, Movie",2021,2021
TreseAfter Dark,1,1,TV Dramas,NA,TV Show,2021,2021
Headspace: Unwind Your Mind,1,1,Docuseries,NA,"TV Show, Movie",2021,2021
The House of Flowers: The Movie,1,1,TV Comedy,NA,"TV Show, Movie",2021,2021
Kingdom: Ashin of the North,1,1,Thriller,NA,"TV Show, Movie",2021,2021
You vs. Wild: Out Cold,1,1,Reality TV,NA,"TV Show, Movie",2021,2021
AStoryBotsSpace Adventure,1,1,Animation,NA,TV Show,2021,2021
Go! Go! Cory Carson: Chrissy Takes the Wheel,1,1,Animation,NA,"TV Show, Movie",2021,2021
MakingThe Billion Dollar Code,1,1,Docuseries,NA,TV Show,2021,2021
Sharkdog's Fintastic Halloween,1,1,Animation,NA,TV Show,2021,2021
Johnny Test's Ultimate Meatloaf Quest,1,1,Animation,NA,TV Show,2021,2021
Waffles + Mochi's Holiday Feast,1,1,Reality TV,NA,TV Show,2021,2021
StarBeam: Beaming in the New Year,1,1,Animation,NA,TV Show,2021,2021
MakingThe Witcher: Season 2,1,1,Docuseries,NA,TV Show,2021,2021
The WitcherBestiary Season 1 Part 1,1,1,Docuseries,NA,TV Show,2021,2021
The WitcherBestiary Season 1 Part 2,1,1,Docuseries,NA,TV Show,2021,2021
The WitcherSeason One Recap: From the Beginning,1,1,Docuseries,NA,TV Show,2021,2021
The Witcher: Characters of the Continent,1,1,Docuseries,NA,TV Show,2021,2021
Mighty Express: Train Trouble,1,1,Animation,NA,TV Show,2022,2022
A Farewell toOzark,1,1,Docuseries,NA,TV Show,2022,2022
LarvaPendant,1,1,Animation,NA,TV Show,2022,2022
Mighty Little Bheem: I Love Taj Mahal,1,1,Animation,NA,TV Show,2022,2022
Ranveervs. Wild withBear Grylls,1,1,Reality TV,NA,TV Show,2022,2022
The WitcherBestiary Season 2,1,1,Docuseries,NA,TV Show,2022,2022
Jurassic World Camp Cretaceous: Hidden Adventure,1,1,Animation,NA,TV Show,2022,2022
Making1899,1,1,Docuseries,NA,TV Show,2022,2022
TheAction PackSaves Christmas,1,1,Animation,NA,TV Show,2022,2022
Mighty Express: Mighty Trains Race,1,1,Animation,NA,TV Show,2022,2022
The Boss Baby: Christmas Bonus,1,1,Animation,NA,TV Show,2022,2022
My Next Guest with David LettermanandVolodymyr Zelenskyy,1,1,Reality TV,NA,TV Show,2022,2022
Who Killed Santa? AMurdervilleMurder Mystery,1,1,TV Comedy,NA,TV Show,2022,2022
MakingThe Witcher: Blood Origin,1,1,Docuseries,NA,TV Show,2022,2022
Copenhagen Cowboy: Nightcall with Nicolas Winding Refn,1,1,Docuseries,NA,TV Show,2023,2023
MakingTransatlantic,1,1,Docuseries,NA,TV Show,2023,2023
The Last Kingdom: Seven Kings Must Die,1,1,TV Dramas,NA,TV Show,2023,2023
MakingThe Witcher: Season 3,1,1,Docuseries,NA,TV Show,2023,2023
13 Reasons Why: Beyond the Reasons,3,0,Crime TV,United States,TV Show,2017,2019
Beyond Stranger Things,1,1,TV Dramas,United States,TV Show,2017,2017
Dance & Sing with True,1,1,Kids,NA,TV Show,2018,2018
Super Monsters Monster Party,1,1,Kids,NA,TV Show,2018,2018
Nailed It! Holiday,2,0,Reality TV,NA,TV Show,2018,2019
Super Monsters Monster Pets,1,1,Kids,United States,TV Show,2019,2019
True Tunes,1,1,Kids,NA,TV Show,2019,2019
Mighty Little Bheem: Diwali,1,1,Kids,India,TV Show,2019,2019
Queer Eye: We're in Japan!,1,1,International TV,"United States, Japan, United States",TV Show,2019,2019
Mighty Little Bheem: Festival of Colors,1,1,Kids,India,TV Show,2020,2020
True: Terrific Tales,1,1,Kids,Canada,TV Show,2020,2020
Word Party Songs,1,1,Kids,United States,TV Show,2020,2020
Game On: A Comedy Crossover Event,1,1,TV Comedy,NA,TV Show,2020,2020
The Witcher: A Look Inside the Episodes,1,1,Docuseries,NA,TV Show,2020,2020
Rhyme Time Town Singalongs,1,1,Kids,United States,TV Show,2020,2020
Mighty Little Bheem: Kite Festival,1,1,Kids,India,TV Show,2021,2021
Lava Ka Dhaava,1,1,Reality TV,India,TV Show,2021,2021
Elite Short Stories: GuzmÃÂ¡n Caye Rebe,1,1,Crime TV,NA,TV Show,2021,2021
Elite Short Stories: Nadia GuzmÃÂ¡n,1,1,Crime TV,NA,TV Show,2021,2021
Elite Short Stories: Omar Ander Alexis,1,1,Crime TV,NA,TV Show,2021,2021
Elite Short Stories: Carla Samuel,1,1,Crime TV,NA,TV Show,2021,2021
Revelations: TheMasters of the Universe RevelationAftershow,1,0,TV Dramas,NA,TV Show,2021,2021
The Ingenuity of theHousehusband,1,0,TV Comedy,NA,TV Show,2021,2021
Money Heist: From Tokyo to Berlin,2,0,Docuseries,NA,TV Show,2021,2021
Blown Away: Christmas,1,1,Reality TV,NA,TV Show,2021,2021
Elite Short Stories: Phillipe Caye Felipe,1,1,Crime TV,NA,TV Show,2021,2021
Elite Short Stories: Samuel Omar,1,1,Crime TV,NA,TV Show,2021,2021
Elite Short Stories: Patrick,1,1,Crime TV,NA,TV Show,2021,2021
Karma's World Music Videos,2,0,Animation,NA,TV Show,2022,2022
Hemlock Grove,3,0,Thriller,United States,TV Show,2013,2015
Shadow,1,1,TV Action,"China, Hong Kong, China","TV Show, Movie",2019,2019
Bad Samaritans,1,1,TV Comedy,NA,TV Show,2013,2013
VeggieTales in the House,4,0,Kids,United States,TV Show,2014,2016
The Adventures of Puss in Boots,6,0,Kids,United States,TV Show,2015,2018
Dinotrux,5,0,Kids,United States,TV Show,2015,2017
Dawn of the Croods,4,0,Kids,United States,TV Show,2015,2017
Home: Adventures with Tip & Oh,4,0,Kids,United States,TV Show,2016,2018
VeggieTales in the City,2,0,Kids,United States,TV Show,2017,2017
Dinotrux Supercharged,3,0,Kids,NA,TV Show,2017,2018
Estocolmo,1,1,Crime TV,NA,TV Show,2016,2016
Wild District,2,0,Crime TV,Colombia,TV Show,2018,2019
Go! Live Your Way,2,0,Kids,Argentina,TV Show,2019,2019
The Snitch Cartel: Origins,1,1,Crime TV,NA,TV Show,2021,2021
Juanpis GonzÃÂ¡lez: The Series,1,1,TV Comedy,NA,TV Show,2022,2022
Pedal to Metal,1,1,TV Action,NA,TV Show,2022,2022
The Final Score,1,1,TV Dramas,NA,TV Show,2022,2022
Russell Peters Vs. the World,1,1,Docuseries,NA,TV Show,2013,2013
Exatlon,1,1,Reality TV,NA,TV Show,2020,2020
Arrested Development(seasons 4Ã¢ÂÂ5),2,0,TV Comedy,NA,TV Show,2013,2019
Star Wars: The Clone Wars(season 6),1,1,TV Action,NA,TV Show,2014,2014
The Killing(season 4),1,1,Crime TV,NA,TV Show,2014,2014
Longmire(seasons 4Ã¢ÂÂ6),3,0,Crime TV,NA,TV Show,2015,2017
Mystery Science Theater 3000(seasons 11Ã¢ÂÂ12),2,0,TV Action,NA,TV Show,2017,2018
Slasher(season 2),1,1,Horror,NA,TV Show,2017,2017
EastSiders(seasons 3Ã¢ÂÂ4),2,0,TV Comedy,NA,TV Show,2017,2019
Lucifer(seasons 4Ã¢ÂÂ6),3,0,TV Comedy,NA,TV Show,2019,2021
